input	target
Iye àwọnààyè-iṣẹ́	Number of workspaces
Personal settings	Settings for several hardware devices
Celtic ISO-8859-14	Celtic ISO-8859-14
Hebrew Windows-1255	Hebrew Windows-1255
Ṣàgbéwọlé àwọn fáìlì náà láládàáṣe kí o sì ṣí wọn	Automatically open downloaded files
Fi líǹkì pamọ́ s	Problem displaying s
̀̀̀̀̀̀̀̀Orúkọ-fáìlì Àìfẹsẹ̀múlẹ̀	Invalid Filename
Fidéètì hàn	Show weather
A kò pèsè URI fún fáìlì ojú-iṣẹ́ aṣàfilọ́lẹ̀ pánẹ́ẹ̀lì	No URI provided for panel launcher desktop file
Yan ìṣàmúlò-ètò láti wòye àpèjúwe rẹ̀.	Select an application to view its description.
Pa pánẹ́ẹ̀lì yìí jẹ	Delete this panel
Kóòdù gbogbogbò UTF-16 LE	Unicode UTF-16 LE
Ṣẹ̀dà Àdírẹ̀sì Àwòrán	Copy Image Address
Mú táàbù tókàn ṣiṣẹ́	Activate next tab
Fátìrì Wanda	Wanda Factory
Ṣàyẹ̀wò Sítàì-ṣiìtì.	Edit Stylesheet…
Ó fi pánẹ́ẹ̀lì pamọ́ sí igun	Automatically hide panel into corner
Ìgúnrégé àkànṣe	Custom format
Fi Líǹkì Ránṣẹ́ láti Lẹ́tà Kọ̀ǹpútà.	Send Link by Email…
Táàbù Tilẹ̀	Previous Tab
Fátìrì fún àwọn ápúlẹ́ẹ̀tì ajẹmọ́ ìtọpa fèrèsé	Factory for the window navigation related applets
Ipò nǹkan pánẹ́ẹ̀lì yìí.Oye nọ́ńbà àwọn písẹ́́ẹ̀lì tó wà láti igun pánẹ́ẹ̀lì apá òsì tàbí òkè òòró ni yóò sọ ipò náà ní pàtó.	The position of this panel object.The position is specified by the number of pixels from the left or top if vertical panel edge.
Nípa GNOME	About GNOME
Irúfẹ́ ẹ̀yìn wo la ó lò fún pánẹ́ẹ̀lì yìí.Àwọn fálù tó lè jẹ́ ni gtk - a óò lo ẹ̀yìn wíjẹ́ẹ̀tì ìpéwọ̀n GTK,àwọ̀ a óò lo bọ́tìnì àwọ̀ gẹ́gẹ́ bíi àwọ̀ ẹ̀yìn tàbí àwòrán - àwòrán tí bọ́tìnì àwòrán sọ la ó lò gẹ́gẹ́ bíi ẹ̀yìn.	Which type of background should be used for this panel.Possible values are none - the default GTK widget background will be used,color - the color key will be used as background color or image - the image specified by the image key will be used as background.
Da padà sí ààyè-iṣẹ́lọ́wọ́lọ́wọ́	Restore to current workspace
A,B d Y	A,B d Y
Tó bá jẹ́ òótọ́,fi àwọn nọ́ńbà ọ̀sẹ̀ inú kàlẹ́ńdà hàn.	If true,show week numbers in the calendar.
Fi Àwòrán Pamọ́ Gẹ́gẹ́ bíi	Save Image As…
Sún láàrin àwọn fèrèsé ṣíṣí nípa lílo àwọn bọ́tìnì	Switch between open windows using buttons
Ṣàfihàn gbogbo àwọn ààyè-iṣẹ́	Display all workspaces
Pánẹ́ẹ̀lì Àárín Ìsàlẹ̀	Bottom Centered Panel
Sáà Lọ́wọ́lọ́wọ́	Custom Session
Ṣí Líǹkì nínú Táàbù Tuntun	Open Link in New Tab
Àwọn ìsàmúlò-ètò tí kò bá àwọn ọ̀wọ́ mìíràn mu	Applications that did not fit in other categories
Àwọn àtòjọ-ètò fún ìráyè ítánẹ́ẹ̀tì bíi wẹ́ẹ̀bù àti lẹ́tà kọ̀ǹpútà	Programs for Internet access such as web and email
Fi àwọn àmúwọlé si	Include NoDisplaytrue entries
Ṣàgbéwọlé Líǹkì	Download Link
Àtójọ ID nǹkan pánẹ́ẹ̀lì	Panel object ID list
Àwọn IID ápúlẹ́ẹ̀tì tí a kò jẹ́ kí wọn kì	Applet IIDs to disable from loading
Fi àkókò pẹ̀lú àwọn ìṣísẹ̀ hàn	Show time with seconds
Ààyè Aṣàfilọ́lẹ̀	Edit Location
Ojú kọ̀ǹpútà d tí a ṣàfihàn s ti ní alábòójútó fèrèsé tẹ́lẹ̀ gbìyànjú lílo --ẹ̀yàn ìpààrọ̀ láti pà́àrọ̀ alábòójútó lọ́wọ́lọ́wọ́.	Screen d on display s already has a window manager try using the --replace option to replace the current window manager.
Gbogbo àwọn irúfẹ́ tí a ṣàtílẹ́yìn	All supported types
Ṣí fèrèsé awáròyìn tuntun	Open a new browser window
Tó bá jẹ́ òótọ́,pánẹ́ẹ̀lì náà kò ní fàyè gba àwọn ìyípadà kankan sí àtòpọ̀ pánẹ́ẹ̀lì náà.Ṣùgbọ́n a sì ní láti ti àwọn ápúlẹ́ẹ̀tì kọ̀ọ̀kan ná.A gbọ́dọ̀tún pánẹ́ẹ̀lì náà bẹ̀rẹ̀ kí èyí tó lè wáyé.	If true,the panel will not allow any changes to the configuration of the panel.Individual applets may need to be locked down separately however.The panel must be restarted for this to take effect.
Sọ ní pàtò orúkọ sáà tí a ó kì	Specify session management ID
Tẹ bọ́tìnì yìí láti wáròyìn fún fáìlì tí a óò ṣàfikún orúkọ rẹ̀ sí fọ́nránàṣẹ.	Click this button to browse for a file whose name to append to the command string.
Fi àmì-ìwé tí a yàn hàn lórí àká-irinṣẹ́	Show the selected bookmark on a toolbar
Irúfẹ́ ìrísí-lẹ́tà ìpéwọ̀n	Default font type
Central European Windows-1250	Central European Windows-1250
Pánẹ́ẹ̀lì Igun Ìsàlẹ̀ Tí a Fẹ̀	Bottom Expanded Edge Panel
Mú táàbù tilẹ̀ ṣiṣẹ́	Activate previous tab
Tó bá jẹ́ òótọ́,a óò sọ ìtumọ̀ nǹkan náà ní àjẹmọ́ apá ọ̀tún igun pánẹ́ẹ̀lì tàbí ìsàlẹ̀ tó bá jẹ́ òòró náà.	If set to 'end',the position of the object is interpreted relative to the right or bottom if vertical edge of the panel.
Yẹ Ápúlẹ́ẹ̀tì Bonobo Wò	Test DBus Applet
Fi Bọ́tìnì Ojú-iṣẹ́ Hàn	Show Desktop Button
Fi aṣàfilọ́lẹ̀ yìí kún pánẹ́ẹ̀lì	Add this launcher to panel
Ààyè Aṣàfilọ́lẹ̀	Choose Location
Fikún Pánẹ́ẹ̀lì.	Add to Panel.
Tó bá jẹ́ òótọ́,bọ́tìnì áíkànnùàkànṣe la lò gẹ́gẹ́ bíi áíkànnù àkànṣe fún bọ́tìnì náà.Tó bajẹ́ irọ́ a óò pa bọ́tìnì áíkànnùàkànṣe tì.Bọ́tìnì yìí kàn wúlò tó bá jẹ́ bọ́tìnì irúfẹ́nǹkan jẹ́ nǹkan-àtòjọ-ẹ̀yàn tàbí nǹkan-dúrọ́wà.	If true,the customicon key is used as a custom icon for the button.If false,the customicon key is ignored.This key is only relevant if the objecttype key is menu-object or drawer-object.
Fi Àwọn Àgbéwọlé Hàn	Show Downloads
Kò lè ṣẹ̀dà lórí fáìlì tó wà nílẹ̀s	Cannot overwrite existing file s
Gbé fèrèsé lọ sí ààyè-iṣẹ́ kejì	Move window to workspace 2
Tẹ àkọlé	Type a topic
Fi àwòrán sí pánẹ́ẹ̀lì	City Time Zone
Cyrillic ISO-IR-111	Cyrillic ISO-IR-111
Wá Tílẹ̀	Find Previous
Kò gbà rárá	Never accept
Á̀mì-àṣírí Òǹlò	User Password
Bẹ̀rẹ̀ àpẹẹrẹ aládàáni	Start a private instance
Ri pé o ní àkókò àti déètì lọ́wọ́lọ́wọ́	Get the current time and date
Gé ẹ̀yàn náà	Cut the selection
A kò tíì soríkì àṣe d kankan.	No command d has been defined.
a d b Yfriendly timeFeb 12 1997	b d IM p
Ojú-ìwé ilé	Home page
Tó bá jẹ́ òótọ́,a óò yí àwòrán ẹ̀yìn po tí pánẹ́ẹ̀lì náà bá jẹ́ olóòró.	If true,the background image will be rotated when the panel is oriented vertically.
Fátìrì fún ìṣẹ̀dá àwọn ápúlẹ́ẹ̀tì aago.	Factory for clock applet
Àwọn Àmì-ìwé Wẹ́ẹ̀bù	Web Bookmarks
Ṣàyẹ̀wò Sítàì-ṣiìtì.	Edit Stylesheet…
Ààyè pánẹ́ẹ̀lì lórí ásìsì x.Bọ́tìnì yìí kàn wúlò nínú móòdù tí a kò fẹ̀.Nínú móòdù tí a fẹ̀,ṣe ni a pa bọ́tìnì yìí tì ni,a sì gbesí igun ojú kọ̀ǹpútà tí bọ́tìnì ìṣàlàyé sọ ní pàtó	The location of the panel along the x-axis.This key is only relevant in un-expanded mode.In expanded mode this key is ignored and the panel is placed at the screen edge specified by the orientation key.
Tẹ àdírẹ̀sì wẹ́èbù wọlé láti ṣi tàbí àpólà láti wá	Enter a web address to open,or a phrase to search for
Tó bá jẹ́ òótọ́,ṣàfihàn àwọn ìṣísẹ̀ nínú àkókò.	If true,display a weather icon.
Pa pánẹ́ẹ̀lì yìí jẹ	Cannot delete this panel
Férémù yìí nìkan ni ko fihàn nínú fèrèsé yìí	Show the active downloads for this window
Àwọ̀ líle	Solid color
Ìgúnrégé wákàtí	hour format
Fàyè gba àwon fèrèsé ìtasókè	Allow popups
Àkóónú Àtòjọ Fèrèsé	Window List Content
Irúfẹ́ ẹ̀yìn	Background type
Wáròyìn wẹ́ẹ̀bù náà	Browse the web
Àwọn Àká-irinṣẹ́ Tó Ṣe Rẹ́gí.	Customize Toolbars…
Fún àwọn ìṣàfarawé kọ̀ǹpútà lágbára	Select an animation
a d b Y	b d Y
Cyrillic ISO-8859-5	Cyrillic ISO-8859-5
Àwọn Àmì-ìwé Wẹ́ẹ̀bù	Web bookmarks
Ṣí táàbù tuntun nínú fèrèsé awáròyìn tó wà nílẹ̀	Open a new tab in an existing browser window
Nínú àgbékalẹ̀-ètò Xinerama,o lè ní àwọn pánẹ́ẹ̀lì lórí àpótí ìṣàfihàn kọ̀ọ̀kan.Bọ́tìnì yìí ń tọ́ka sí àpótí ìṣàfihàn lọ́wọ́lọ́wọ́ tí a ti ṣàfihàn pánẹ́ẹ̀lì náà lé lórí.	In a Xinerama setup,you may have panels on each individual monitor.This key identifies the current monitor the panel is displayed on.
Baltic Windows-1257	Baltic Windows-1257
Ipò nǹkan pánẹ́ẹ̀lì yìí.Oye nọ́ńbà àwọn písẹ́́ẹ̀lì tó wà láti igun pánẹ́ẹ̀lì apá òsì tàbí òkè òòró ni yóò sọ ipò náà ní pàtó.	The position of this panel object.The position is specified by the number of pixels from the left or top if vertical panel edge.
Àwọn àmì-ìwé GaleonKonqueror	GaleonKonqueror bookmarks
Ṣàgbéwọlé líǹkì	Download Link
Àkóónú Wẹ́ẹ̀bù	Web Content
Chinese Traditional Big5-HKSCS	Chinese Traditional Big5-HKSCS
Pa Ìtàn Rẹ́	Clear History
Ṣí Àwòrán	View Image
Kò lè bẹ̀rẹ̀ Awáròyìn Wẹ́ẹ̀bù GNOME	Could not start Web
Àwọn oníṣẹ́-ọ̀nà tẹ́lẹ̀	Past developers
Pa sáà	Default session
Òmùgọ̀ ẹja ní kò ní lórúkọ.Sọ eja dí alàyè nípa fífun lórúkọ.	A fish without a name is a pretty dull fish.Bring your fish to life by naming him.
Pa Parí iṣẹ́ Rẹ́	Cancel Logout
Pánẹ́ẹ̀lì àárín orí ásìsì y	Center panel on y-axis
Pánẹ́ẹ̀lì Ìléfòó Ọ̀tún	Right Floating Panel
Arabic MacArabic	Arabic MacArabic
Táàbù Tókàn	Next Tab
Àwọn Ibi Alátagbà	Network Places
Ṣàfihàn ìrànwọ́ àwọn àmì-ìwé	Display bookmarks help
Sọ ní pàtó IID ápúlẹ́ẹ̀tì tí a fẹ́ kì	Specify an applet IID to load
Dènà àwọn àgbéwọlé tó kù díẹ̀	Abort pending downloads
Bọ́tìnì yìí ń sọ ní pàtó àṣẹ tí a óò gbìyànjú láti mú ṣiṣẹ́ nígbà tí a bá tẹ̀ lórí ẹja.	This key specifies the command that will be tried to execute when the fish is clicked.
Ìlò bọ́tìnì yìí nínú GNOME 2.6 ti kúrò láṣà.fún 'ìgúnrégé' bọ́tìnì.A tọ́jú ìtọsẹ̀ náà fún ìbámu pẹ̀lú àwọn ẹ̀yà tó ti pẹ́.	The use of this key was deprecated in GNOME 2.28 in favour of the use of timezones.The schema is retained for compatibility with older versions.
Ṣẹ̀dá aṣàfilọ́lẹ̀ tuntun	Create a new launcher
Hebrew IBM-862	Hebrew IBM-862
A kò lè gbé àwọn àmì-ìwé tí a gbé láti inú s wọlé nítorí pé fáìlì náà ti bàjẹ́ tàbí kó jẹ̀ irúfẹ́ tí kò ní àtìlẹ́yìn.	The bookmarks from s could not be imported because the file is corrupted or of an unsupported type.
Wanda ẹja GNOME	Wanda The GNOME Fish
Cyrillic ISO-IR-111	Cyrillic ISO-IR-111
Thai ISO-8859-11	Thai ISO-8859-11
ko sì orúkọ páálí ìwé láti fi nkan ránṣẹ sí	No filename to save to
Fi àwọn fèrèsé láti inú gbogbo àwọn àyè-iṣẹ́ hàn	Show windows from all workspaces
Thai ISO-8859-11	Thai ISO-8859-11
Tó bá jẹ́ ò̀ótọ́,a óò gbé àwọn bọ́tìnì sí ẹ̀̀̀gbẹ́ pánẹ́ẹ̀lì kọ̀ọ̀kan tí a lè lò láti gbé pánẹ́ẹ̀lìnáà lọ sí igun ojú kọ̀ǹpútà náà.Yóò sì fi bọ́tìnì kan tó ń ṣàfihàn sílẹ̀	If true,buttons will be placed on each side of the panel which may be used to move the panel to edge of the screen,leaving only a button showing.
Fi àwọn nọ́ńbà ọ̀sẹ̀ inú kàlẹ́ńdà hàn	Show week numbers in calendar
Arabic Windows-1256	Arabic Windows-1256
Àkọlé Tuntun	New Topic
Ṣí àwọn àmì-ìwé inú àkọlé yìí nínú àwọn táàbù tuntun	Open the bookmarks in this topic in new tabs
A ní láti pààrọ̀ omi náà Wo déètì òní	The water needs changing
Láti inú àwọn gbàgede tí o bẹ̀wò nìkanOnly from sites you visit	Only from sites you visit
Da padà sí ààyè-iṣẹ́lọ́wọ́lọ́wọ́	Restore to current workspace
Orúkọ ẹja náà	The fish's name
Gbé àwọn àmì-ìwé wọlé láti inú fáìlì	Import Bookmarks from File
Ìgbà tó yẹ ká pín àwọn fèrèsé	When to group windows
Orúkọ ẹja náà	The fish's name
ìbéèrè dá ọ̀tọ̀ padàs	query returned exception s
Kò lè mú siṣẹ́ 's' Àwọn Àlàyé s	Unable to execute 's's
Dá iṣẹ́ tó kẹ́yìn padà sípò	Undo the last action
Àwọn àsẹ́sírì ojù-iṣẹ́	Desktop accessories
Pánẹ́ẹ̀lì Igun Ọ̀tún Tí A Fẹ̀	Right Expanded Edge Panel
Fi àwọn àbùdá fún àmì-ìwé yìí hàn	Show properties for this bookmark
Central European ISO-8859-2	Central European ISO-8859-2
Cyrillic ISO-IR-111	Cyrillic ISO-IR-111
Ṣàyẹ̀wò Àwọn Àtòjọ-ẹ̀yàn	Edit Menus
Pánẹ́ẹ̀lì àárín orí ásìsì y	Center panel on y-axis
Agbègbè Ìkéde	Notification Area
Àwọn ìyítumọ̀ mìíràn	Other encodings
Àwọn ìyípadà tí a lò láti dá àwọn fọ́nrán tí a kò tíì fi lélẹ̀ wà	There are unsubmitted changes to form elements
Pánẹ́ẹ̀lì Ìgun Ìsàlẹ̀	Bottom Edge Panel
Icelandic MacIcelandic	Icelandic MacIcelandic
Gbogbo àwọn fáìlì	All files
Àwọn Àtòjọ-ètò fún Ìbẹ̀rẹ̀	Startup Programs
Wá Àwọn Fáìlì.	Search for Files.
Má Pajẹ	Don't Delete
Fi Líǹkì Pamọ́ Gẹ́gẹ́ Bíi	Save Link As…
Hebrew Windows-1255	Hebrew Windows-1255
Gbekalẹ̀ sí Ojú-ìwé Òfìfo	Set to Blank Page
Pa pánẹ́ẹ̀lì yìí jẹ	Delete this panel
Àkójọpọ̀-ẹ̀rì Ara-ẹni	Clear All Personal Data
Gbogbo àwọn fáìlì	All files
Agbègbè Ìkéde Pánẹ́ẹ̀lì	Panel Notification Area
Fi àwọn fèrèsé láti inú gbogbo àwọn àyè-iṣẹ́ hàn	Show windows from all workspaces
Àkójọpọ̀-ẹ̀rì Ara-ẹni	Personal Data
Rọ́ọ̀nù nínú támínà	Run in terminal
A kò rí áíkànnù	Icon 's' not found
Yípo lórí àwọn pánẹ́ẹ̀lì òòró	Rotate on vertical panels
Rọbà Gnome tíó-dárapúpọ	The Squeaky Rubber GNOME
Àwọn Àmì-ìwé Wẹ́ẹ̀bù Epiphany	Epiphany Web Bookmarks
Fidéètì hàn	Show weather
Fi àwọn fèrèsé láti inú gbogbo àwọn àyè-iṣẹ́ hàn	Show windows from all workspaces
Àwọn ìyítumọ̀ mìíràn	Other encodings
Ìlò bọ́tìnì yìí nínú GNOME 2.6 ti kúrò láṣà.fún 'ìgúnrégé' bọ́tìnì.A tọ́jú ìtọsẹ̀ náà fún ìbámu pẹ̀lú àwọn ẹ̀yà tó ti pẹ́.	The use of this key was deprecated in GNOME 2.20.The schema is retained for compatibility with older versions.
Pa Parí iṣẹ́ Rẹ́	Cancel Logout
Gbé wúnrẹ̀n tí a yàn lọ lórí àká-irinṣẹ́	Move the selected item on the toolbar
A pín Awáròyìn Wẹ́ẹ̀bù GNOME pẹ̀lú ìrètí pé yóò wúlò ṣùgbọ́n a pin LÁÌ SÍ WÁRÁǸTÌ,kódà wáráǹ̀tì ITAJA tàbí ÌWÚLÒ FÚN ÌLÒ PÀTÀKÌ KAN.Wo Àṣẹ Gbogbogbò GNU fún àlàyé lẹ́kùnrẹ́rẹ́.	The GNOME Web Browser is distributed in the hope that it will be useful,but WITHOUT ANY WARRANTY without even the implied warranty of MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.See the GNU General Public License for more details.
Ṣàfikún èyí gẹ́gẹ́ bíi dúrọ́wà sí pánẹ́ẹ̀lì	Add this as drawer to panel
Fi s hàn	Show s
Rọ́ọ̀nù pẹ̀lú fáìlì.	Run with file.
Wòye Ìwé-ẹ̀rí	View Certificate x2026
Fi àwọn fèrèsé láti inú gbogbo àwọn àyè-iṣẹ́ hàn	Show windows from all workspaces
Táàbù Tilẹ̀	Previous Tab
Irúfẹ́ iṣẹ́ tí bọ́tìnì yìí dúró fún.Àwọn fálù tó lè jẹ́ nilọ́ọ̀kì,parí iṣẹ́,rọ́ọ̀nù,wádìíàti ìmáwòrán.Bọ́tìnì yìí kàn wúlòtí bọ́tìnì irúfẹ́nǹkan bá jẹ́ ápúlẹ́ẹ̀tì-iṣẹ́.	The action type this button represents.Possible values are lock,logout,run,search and screenshot.This key is only relevant if the objecttype key is action-applet.
Ìdádúró àìfipamọ́-aládàáṣe pánẹ́èlì	Panel autounhide delay
Ti Ojú Kọ̀ǹpútà	Lock Screen
Ṣí líǹkì nínú fèrèsé tuntun	Open link in a new window
Fi pamọ́ Lórúkọ	Save As
Pa pánẹ́ẹ̀lì yìí jẹ	Cannot create initial panel layout.
Yipo lórí àwọn pánẹ́ẹ̀lì òòró	Rotate on vertical panels
Thai ISO-8859-11	Thai ISO-8859-11
Irúfẹ́ ẹ̀yìn	Background type
Gba agbára lọ́wọ́ Ìjáde Ipá	Disable Force Quit
Àwọn Fáìlì Ìgbà Díẹ̀	Temporary Files
Ṣí Àwòrán	Open Image
Fi líǹkì pamọ́ pẹ̀lú orúkọ mìíràn	Save link with a different name
Tó bá jẹ́ òótọ́,pánẹ́ẹ̀lì náà á gba gbogbo ìfẹ̀sí ojú kọ̀ǹpútà náà ìgasí tí o bá jẹ́ pánẹ́ẹ̀lì olóòró.Nínú móòdù yìí,pánẹ́ẹ̀lì a kàn lè gbé pánẹ́ẹ̀lì sígun ojú kọ̀ǹpútà ni.Tó bá jẹ́ irọ́,pánẹ́ẹ̀lì náà á kàn tóbi láti gba gbogbo àwọn ápúlẹ́ẹ̀tì náà,àwọn aṣàfilọ́lẹ̀ àti àwọn bọ́tìnì lórí pánẹ́ẹ̀lì náà.	If true,the panel will occupy the entire screen width height if this is a vertical panel.In this mode the panel can only be placed at a screen edge.If false,the panel will only be large enough to accommodate the applets,launchers and buttons on the panel.
Icelandic MacIcelandic	Icelandic MacIcelandic
hour12-hour.If your locale uses 24 hour time notation,translate this to 24-hour12-hour24-hour or 12-hour24 sata or anything else that isn't 24-hour12-hour	Time Settings
Aṣàyàn Fèrèsé	Window Selector
Tó bá jẹ́ ò̀ótọ́,a óò gbé àwọn bọ́tìnì sí ẹ̀̀̀gbẹ́ pánẹ́ẹ̀lì kọ̀ọ̀kan tí a lè lò láti gbé pánẹ́ẹ̀lìnáà lọ sí igun ojú kọ̀ǹpútà náà.Yóò sì fi bọ́tìnì kan tó ń ṣàfihàn sílẹ̀	If true,buttons will be placed on each side of the panel which may be used to move the panel to edge of the screen,leaving only a button showing.
O kò ní ìyànda láti ṣẹ̀dá àwọn fáìlì nínú atọ́nà yìí.	You do not have permission to create files in this directory.
Kò lè rí àṣẹ tó fẹ́ mú siṣẹ́	Unable to locate the command to execute
Ṣí fèrèsé awáròyìn tuntun	Open a new browser window
Àwọn àmì-ìwé Epiphany	Epiphany bookmarks
Chinese Traditional Big5-HKSCS	Chinese Traditional Big5-HKSCS
Western MacRoman	Western MacRoman
Kíki s.	Loading s…
Ti Ojú Kọ̀ǹpútà	Lock Screen
Ṣàyẹ̀wò Àwọn Àtòjọ-ẹ̀yàn	Edit Menus
Àwọn Sáà	Session to use
Wá Èyí Tókàn	Sign Text
Fi aṣàfilọ́lẹ̀ yìí kún pánẹ́ẹ̀lì	Add this launcher to panel
Àwọn Àká-irinṣẹ́ Tó Ṣe Rẹ́gí.	Customize Toolbars…
Àtòjọ Fèrèsé	Window List
Àwọn Àkọsílẹ̀ Àìpẹ̀	Recent Documents
GNOME Jẹ oun tí ò gbààyè,tì o ṣé lò,tí o fẹsẹ múlẹ,abánirẹ àyíká ìlànà kọmpútà fún ojúlùmọ Unix ti ìdarí kọmpútà	GNOME is a Free,usable,stable,accessible desktop environment for the Unix-like family of operating systems.
Fi àkókò pẹ̀lú àwọn ìṣísẹ̀ hàn	Show time with seconds
Ìjáde Ipá	Force Quit
Fáìlì tó ń jẹ́ orúkọ yìí ti wà nílẹ̀ tẹ́lẹ̀,o kò sì ní ìyànda láti ṣẹ̀dà le lórí.	A file with this name already exists and you don't have permission to overwrite it.
Tí A Bẹ̀wò Jù	Most Visited
Ìlò bọ́tìnì yìí nínú GNOME 2.6 ti kúrò láṣà.fún 'ìgúnrégé' bọ́tìnì.A tọ́jú ìtọsẹ̀ náà fún ìbámu pẹ̀lú àwọn ẹ̀yà tó ti pẹ́.	The use of this key was deprecated in GNOME 2.28 in favour of the use of timezones.The schema is retained for compatibility with older versions.
Àkójọpọ̀-ẹ̀rì Ara-ẹni	Clear All Personal Data
Turkish ISO-8859-9	Turkish ISO-8859-9
a d b Yfriendly timeFeb 12 1234 am	a IM p
Àwọn fáìlì agbègbè	Local files
Bẹ̀rẹ̀ Ìṣàfarawé Kọ̀ǹpútà	Start Animation
a d b Yfriendly timeFeb 12 1234 am	a IM p
Dúrọ́wà tó ta síta láti fi àwọn wúnrẹ̀n mìíràn pamọ́	A pop out drawer to store other items in
Àwọn oníṣẹ́-ọ̀nà tẹ́lẹ̀	Past developers
Lo àwọn ìrísí-lẹ́tà tìrẹ dípò àwọn ìrísí-lẹ́tà tí ojú-ìwé náà bèrè fún.	Use your own fonts instead of the fonts the page requests.
Àfikún à̀wọn ìlàálẹ̀ òfin tí kò léwu	Additional safe protocols
Pánẹ́ẹ̀lì Àárín Òkè	Top Centered Panel
Yọọ́kúrò láti inú àkọlé yìí	Remove from this topic
Kò lè ṣẹ̀dá aṣàfilọ́lẹ̀	Could not save launcher
Àwọn orúkọ àyè-iṣẹ́	Workspace names
Ṣàfihàn àwọn orúkọ ààyè-iṣẹ́	Display workspace names
Ṣẹ̀dà Àdírẹ̀sì Líǹkì	Copy Link Address
Ṣí ojú-iṣẹ́ náà gẹ́gẹ́ bíi fódàDesktop FolderDesktop Folder	Open your personal folder
Ṣẹ̀dá fáìlì tuntun nínú atọ́nà náà	Create new file in the given directory
Pixmap ìṣàfarawé kọ̀ǹpútà ẹja	The fish's animation pixmap
Àwọn fáìlì agbègbè	Local files
Irúfẹ́ nǹkan pánẹ́ẹ̀lì yìí.Àwọn fálù tó lè jẹ́ ni nǹkan-dúrọ́wà,nǹkan-àtòjọ-ẹ̀yàn,nǹkan-aṣàfilọ́lẹ̀,ápúlẹ́ẹ̀tì bonobo,ápúlẹ́ẹ̀tì-iṣẹ́àti àká-àtòjọ-ẹ̀yàn.	The type of this panel object.Possible values are drawer-object,menu-object,launcher-object,bonobo-applet,action-applet and menu-bar.
Fi pamọ́ Lórúkọ	Save As
Àká Àtòjọ-ẹ̀yàn	Menu Bar
Gujarati MacGujarati	Gujarati MacGujarati
Caret Ẹ̀yàn	Selection Caret
Bọ́tìnì yìí ń sọ ní pàtó iye férémù tí a óò ṣàfihàn wọn nínú ìṣàfarawé kọ̀ǹpútàẹja.	This key specifies the number of frames that will be displayed in the fish's animation.
Áíkànnù àṣẹ tí a fẹ́ rọ́ọ̀nù.	The icon of the command to be run.
Ọ̀pọ̀ àwọn àbùdá yìí lati tì sí sàlẹ̀	Some of these properties are locked down
Àtòjọ-ẹ̀yàn GNOME gangan	The main GNOME menu
Fi àwòrán sí pánẹ́ẹ̀lì	City Time Zone
Ń gbagbára iṣẹ́ kíki àkóónú láti inú àwọn ìlàálẹ̀ òfin tó léwu.Àwọn ìlàálẹ̀ òfin tí kò léwu ni http àti àwọn http.	Disables loading of content from unsafe protocols.Safe protocols are http and https.
Pa pánẹ́ẹ̀lì yìí jẹ	Delete this panel
Ṣẹ̀dà Àdírẹ̀sì Líǹkì	Copy Link Address
Àṣìṣe kíki fálù àwọn orúkọààyè-iṣẹ́gbogboìṣàfihàn fún Ìjánu-ìsún Ààyè-iṣẹ́ s	Error loading displayalls
Tó bá jẹ́ òótọ́,tí o bá ti ń fe ojú fèrèsé gbe lọ sí ààyè-iṣẹ́ lọ́wọ́lọ́wọ́.Láì jẹ́ bẹ́ẹ̀,sún sí ààyè-iṣẹ́ fèrèsé náà.	If true,then when unminimizing a window,move it to the current workspace.Otherwise,switch to the workspace of the window.
Ọ̀pọ̀ àwọn àbùdá yìí lati tì sí sàlẹ̀	Some of these properties are locked down
Fi àwọn fèrèsé láti gbogbo àwọn ààyè-iṣẹ́ hàn	Show windows from all workspaces
Èdè àwọn ìrísí-lẹ́tà tí a ṣẹ̀ yàn lọ́wọ́lọ́wọ́	The currently selected fonts language
Japanese EUC-JP	Japanese EUC-JP
Wá Tilẹ̀	Find Previous
Wanda ẹja GNOME	Wanda The GNOME Fish
Fi líǹkì pamọ́ s	Save link s
Rọ́ọ̀nù pẹ̀lú fáìlì.	Run with file.
Ìpínfúnni Láti Ọwọ́ọ	Issued By
Tẹ̀ láti wo kàlẹ́ńdà oṣù	Click to hide month calendar
Pa Ìtàn Rẹ́	Clear History
Táàbù Tilẹ̀	Previous Tab
lMS p	lMS p
Ṣẹ̀dà ẹ̀yàn náà	Copy the selection
friendly timeWed 1234 am	Yesterday IM p
Fi àwòrán sí pánẹ́ẹ̀lì	City Time Zone
Ipò nǹkan pánẹ́ẹ̀lì yìí.Oye nọ́ńbà àwọn písẹ́́ẹ̀lì tó wà láti igun pánẹ́ẹ̀lì apá òsì tàbí òkè òòró ni yóò sọ ipò náà ní pàtó.	The position of this panel object.The position is specified by the number of pixels from the left or top if vertical panel edge.
Ààyè fáìlì àwòrán tí a lò gẹ́gẹ́ bíi áíkànnù fún bọ́tìnì nǹkan náà.bọ́tìnì yìí kàn wúlò tí bọ́tìnì irúfẹ́nǹkan bá jẹ́ nǹkan-dúrọ́wà tàbí nǹkan àtòjọ-ẹ̀yàn tí bọ́tìnì áíkànnùàkànṣeìlò jẹ́ òótọ́.	The location of the image file used as the icon for the object's button.If empty,the default icon for the menu will be used.
Fún àwọn ìtalólobó-irinṣẹ́ lágbára	Unable to mount s
