input	target
Default compact view zoom level	Dìfọ́ọ̀ltụ̀ aịkọn ógó zum
The dragged file does not appear to be a valid image.	Ngwe nke ahụ adọgara ebe ọzọ abụghị ebe faịlụ nwereisi.
From Whence That Stupid Fish Came	Ebee ka azu iberibe ahụ si bịa
Browse Network	Ikukumgbasaozi windo ndị ahụ
Custom Application Launcher	Obubata usoroiheomume emeredịkaachọrọ
Download this potentially unsafe file	Budata faịlụ na-adịghị séèfù
The fish's animation pixmap	Pixmap animeshiọnụ azụ
Show Places	Gosi s
This file cannot be unmounted	Agaghị ewunyenwu ákàrà ahụ.
Enable autocompletion in Run Application dialog	N'ekwe ngwụcha keonwe na Bido usoroiheomumedayalọọgụ
Close window	Mechie windo
Emptying Trash	Ghewe ebemkpfuozi oghe
Window List	Ndesịta windo
What to do with executable text files when activated	Ihe a ga-eji faịlụ ngwe dị̄ mbido méé mgbe ejiri ya rụọ ọrụ
Toggle maximization state	Pịa n'ọnọdụ mbawanye
Application is not responding.	Windo ahụ s anaghị ezighachi.
A session named s’ already exists	Aha oge mmem nọbu anọ
Minimum font size	Ụhara nke obere
Dark Cork	Kọ́ọ̀kụ́ dị oji
Integer ld must be positive	Intiga ld ga-abụrịrị eziokwu
Always show the tab bar	Ná-ègosi tab báà mgbe ọbụla
Enable JavaScript	Na-ekwe asụsụihendesịta program
by Modification Date	Site na mmeghari ụbọchị
Open another Nautilus window for the displayed location	Mepee windo Nautilus ọzọ maka ebe ahụ egosiri
a IM p	a d b Yfriendly timeFeb 12 1234 am
Opening s.	Na-emepe s.
No URI provided for panel launcher desktop file	Onweghị URI ewepụtaara paneelụ obubàtà desktọọpụ faịlụ
The location of the panel along the x-axis.This key is only relevant in un-expanded mode.In expanded mode this key is ignored and the panel is placed at the screen edge specified by the orientation key.	Ebe paneelụ a n'ụzọ x axis.Kii a sọsọ bara uru na moodu ánábáwányéghị́ ábáwányé.Na moodu abawanyere abawanye a na-eleghara kii a anya nakwa a na-edogowe paneelụ a n'isi inyogo nke kii nduzi zipụtara.
Nautilus handles drawing the desktop	Ndezi Nautilus na-àdọ̀ desktọ́ọ̀pụ̀
The bookmarks from s could not be imported because the file is corrupted or of an unsupported type.	Búùkmáàks site na s nwere ike agaghị ebubata ya n'ihi na emebiela faịlụ ahụ mọọbụ nke ụdị nke a na-akwadoghị.
The command of the launcher is not set.	A ga-ebido aịkọn iwu.
The file that you dropped is not an image.	Faịlụ ahụ ị́tọ̀gbọ̀rọ̀ abụghị inyogo.
Disable bookmark editing	Ndezi búùkmáàkị akwụsịrị akwụsị
Error reading GConf integer value 's' s	Nwepụta ndehieGConf valiu ịntiga 's' s
Download Link	Bubata ụzọ njikọ
Run in Terminal	Bido n'ebe ngwaọrụ mbupụ na mbubata ozi
s cannot open s because s cannot access files at s locations.	s emepenwughị́ị̀ s maka s abanyenwughị na faịlụ ndị ahụ s n'ebe.
Center panel on y-axis	Etiti paneelụ na y-axis
b -d Y,-IM p	b -d Y,-IM p
Certificate Hierarchy	Haịraki Asambodo
Right Edge Panel	Paneelụ akanri
The location of the panel along the x-axis.This key is only relevant in un-expanded mode.In expanded mode this key is ignored and the panel is placed at the screen edge specified by the orientation key.	Ebe paneelụ a n'ụzọ x axis.Kii a sọsọ bara uru na moodu ánábáwányéghị́ ábáwányé.Na moodu abawanyere abawanye a na-eleghara kii a anya nakwa a na-edogowe paneelụ a n'isi inyogo nke kii nduzi zipụtara.
Unknown function s for button	Amaghị nrụọrụ s maka bọtịn
X screen where the panel is displayed	X screen ebe egosiri paneelụ ahụ
Frame style already has a button for function s state s	Ọdịdị fréèmù ènwéláàrị́ị̀ bọtịn maka s ọnọdụ nrụọrụ s
Hundreds of people have contributed code to GNOME since it was started in 1997 many more have contributed in other important ways,including translations,documentation,and quality assurance.	Ọtụtụ ndị mmadụ enyela aka iwebata okwunzobe na GNOME kamgbe ọ bidoro n'afọ 1997 ọtụtụkwa enyekwala n'ụzọ ndị ọzọ dịgasị mkpa,tinyere ntụgharị,dọkumenteshiọn,nakwa ezi ntụkwasaobi.
Turkish ISO-8859-9	Turkish ISO-8859-9
Angle must be between 0.0 and 360.0,was g	Ńkọ́ ga-adịrịrị n'etiti 0.0 na 360.0,bụ g
Open your personal folder	Mepee desktọọpụ ahụ dịka nsomebe faịlụDesktop FolderDesktop Folder
Pause per frame	Kwụsị freemu nke ọbụla
y value was d,d was expected	valiu y bụ d,d a chọrọ ya
Nautilus handles drawing the desktop	Ndezi Nautilus na-àdọ̀ desktọ́ọ̀pụ̀
Desktop home icon name	Aha aịkọn ụlọ desktọ́ọ̀pụ̀
Selection Bound	Igbe Alpha nhọrọ
Default list zoom level	Ndesịta dìfọ́ọ̀ltụ̀ ógó zum
Move window to workspace 5	Kpụga windo na 5 wọ́kspēèsì
Which type of background should be used for this panel.Possible values are gtk - the default GTK widget background will be used,color - the color key will be used as background color or image - the image specified by the image key will be used as background.	Kedu ụdị okpuru nke a ga-eji maka paneelụ a.Valiu mmenwu bụ gtk - difọọltụ GTK ahụ a ga-eji wijeeti nke okpuru,color - a ga-eji kii ụcha ahụ dịka okpuru ụcha mọọbụ image - egosipụtara inyogo site na kii inyogo a ga-eji ya dịka okpuru.
Clear History	Wepụ Agụgụala
Deleting files	Ihicha faịlụ ndị ahụ2 minutes
Close the history window	Mechie windo agụgụala
Animation speed	Anịmeshiọnụ ngwa ngwa
Remove an Emblem.	Wepụ Akara.
Did not understand fill type s for element	Aghọtaghị mejuo ụdị s maka elementị
Epiphany Web Browser	Omenchọgharị wéèbụ̀ Epiphany
All items in the Trash will be permanently deleted.	Ọ bụrụ na ikpochapụ ndesịta nke ebe,ha ga-apụ kpam kpam.
Central European MacCE	Central European MacCE
Set permissions of items enclosed in 's	Ikikere nke faịlụ ahụ.
Default column order in the list view.	Dìfọ́ọ̀ltụ̀ nhazi mpagharaogologo na ndesịta ngosi.
Custom Session	Ogemmem nọ mgbe ahụ
Panel object type	Ụdị ọbjektị paneelụ
Unable to mount the location.	Ebubatanwughị usoroiheomume cd bọna.
s 'dnd copys	s dnd ndebatas
Workspace dn	Wọ́kspéèsì d
must be specified for this frame style	A ga-ezipụtarịrị maka ọdịdị fréèmù a
Switch to this tab	Banye na táàbụ́ a
Workspace Switcher	Omembanye wọkspeesi
quit cannot be used with URIs.	agaghị ejinwu nautilus s ya na URIs.
Personal preferences	Nkarachọ nkeonwe
Duplicating B	Ítụ̀ nà s
today at -IMS p	Táà na -IMS p
This key specifies how many rows for horizontal layout or columns for vertical layout the workspace switcher shows the workspaces in.This key is only relevant if the displayallworkspaces key is true.	Kii a na-egosi mpagharauhie ole maka ndozi horizon mọọbụ mpagharaogologo maka ndozi vatịkal omembanye wọkspeesi na-egosi wọkspeesi n'ime.Kii a na-aba uru mgbe ngosi wọkspeesi kiiniileahụ bụ̀ eziokwu.
Move on Toolbar	Wepụ na tulbáà
Merging will ask for confirmation before replacing any files in the folder that conflict with the files being copied.	Ọ bụrụ na idochie nsomebefaịlụ ahụ dị adị,faịlụ ọbụla nọ n'ime ya nke n'ebuta nsogbu n'ebe faịlụ ndị ọzọ edebatarala gà-èdéghárị́.
Show week numbers in calendar	Gosi ọnụọgụgụ izu ụka na kalenda
Enable hide buttons	Na-enye aka izo bọtịn
Choose an icon	Bido usoroiheomume.
The file that you dropped is not an image.	Faịlụ ahụ ị́tọ̀gbọ̀rọ̀ abụghị inyogo.
Put labels beside icons	Tinye ihengosi n'akụkụ aịkọn ndị ahụ
Nautilus cannot handle this kind of location.	Nautilus agaghị elekọtanwu s ebe ndị ahụ.
If set to true,then all Nautilus windows will be browser windows.This is how Nautilus used to behave before version 2.6,and some people prefer this behavior.	Ọ bụrụ na a haziri ya na eziokwu,Nautilus windo niile ga-abụ windo nchọgharị.Nke a bụ etu Nautilus sị akpa agwa túpúù agbanke 2.6,nakwa ụfọdụ ndị mmadụ kara chọọ agwa a.
Coordinate expression has an operator s where an operand was expected	Nchịkọlata nkọwa nwere ọ̀pèrétọ̀ s ebe achọrọ ópērándị̀
Cancel Owner Change	Wepụ mgbenwe ónyénwē
No templates installed	Onweghị templéètì ewunyere
Load the given session file	Debata faịlụ seshiọn enyere
Hindi MacDevanagari	Hindi MacDevanagari
open a browser window.	Mepee omenchọgharị windo.
No set for theme s	Enweghi nhazi maka isiokwu s
Wanda The GNOME Fish	Wanda azụ GNOME
Windows share	Òkìké windo ndị ahụ
Failed to load image information	Ọdịda ná ndeba ozi inyogo
Arrange Items	Hazie ihenhọrọ ndị ahụ
Use tree view	Ngosi ngwe
Menu Editor	Odezi menu
Delete all items in the Trash	Hichaa ihenhọrọ niile n'ime ebemkpofuozi
Panel Notification Area	Paneelụ mpaghara ebe ọmụmaọkwa
Icon View	Ngosi aịkọn
Workspace Names	Aha wọkspeesi
Show date in tooltip	Gosi ụbọchị na tuultip
Move backward between windows of an application immediately	Kpụghachi azụ n'etiti windo ozugbo
Property s on window 0xlx contained invalid UTF-8 for item d in the list	Ngwaọrụ s na windo 0xlx nwere UTF-8 na-enweghị isi maka ihenhọrọ d n'ime ihendesịta
Window List Content	Ndịna Ndesịta Windo
Open your personal trash folder	Gaa na nsomebefaịlụ ebemkpofuozi
Specifies the background color for the panel in RGB format.	Na-ezipụta ụcha okpuru maka paneelụ ahụ na nhazi nke RGB.
Enable program list in Run Application dialog	N'ekwe ndesịta program na Bido usoroiheomumedayalọọgụ
List Columns	Ndesịta mpagharaogologo ndị ahụ
Custom format	Nhazi emeredịkachọrọ
Including drawops s here would create a circular reference	Itinye drawops s ebe a ga-ekewapụta gburugburu nrụaka
Should not have resize attribute on element for maximized states	Agaghị enwe resize átrībúùtù na elementị maka ọnọdụ mbawanyeshédèèdị̀
Switch between workspaces	Kwụnye n'etiti wọkspeesi
ISO Speed Rating	ISO retịn ngwa ngwa
Workspace 10	Wọ́kspéèsì 10
Could not parse s as an integer	Enweghị ike ịtọsasị s dịka ịntiga
Delete all selected items permanently	Hichaa ihenhọrọ niile ndị ahụ a họọrọ kpam kpam
Show the folder containing the scripts that appear in this menu	Gosi nsomebefaịlụ ahụ nke nwere ihendesịta na-apụta na menu a
Error while adding s s	Ndehie mgbe a na-ekewapụta ụzọ njikọ na s.
Cyrillic ISO-8859-5	Cyrillic ISO-8859-5
Show Emblems	Akara ụfọdụ
The owner could not be changed.	Agbanwenwughị ónyénwē.
Select Custom Icon	Họrọ aịkọn emeredịkachọrọ.
Open the contents of your desktop in a folder	Mepee nsomebefaịlụ perentị ahụ
The selection rectangle	Nhọrọ rektangụl
s the Fish Says	s azụ ahụ kwuru
New Topic	Isiokwu ọfụụ
Factory for clock applet	Ụlọọrụ maka ikepụta elekere apleetị.
Import Bookmarks…	Bubata Búùkmáàks
today,0000 PM	Táà,0000 PM
Including drawops s here would create a circular reference	Itinye drawops s ebe a ga-ekewapụta gburugburu nrụaka
A fish without a name is a pretty dull fish.Bring your fish to life by naming him.	Azụ ọbụla na-enweghị aha bụ azụ tìì.Webata ndụ n'azụ site n'ịgụ ya aha.
The certificate has expired	Ébūbàtáláàrị́ị̀ asambodo ahụ.
Toggle using a tighter layout scheme	Tọgụlụọ n'iji ndozi taịta n'usoro ọrụ
Run executable text files when they are opened	Bido faịlụ ngwe ndị dị̄ mbido mgbe a pịrị ha
Open your personal folder	Mepee nsomebefaịlụ perentị ahụ
Specify the initial orientation of the applet top,bottom,left or right	Zipụta nduzi nke ochie nke apleetị elu,àlá àlà,akaekpe mọọbụ akanriSize
Window manager error	Ndehie onyenlekọta windo
Start the selected drive	Welite ụda ahụ a họọrọ
Epiphany bookmarks	Búùkmáàks Epiphany
Could not connect to server	Agaghị asụnyenwu na sava
Locks Epiphany in fullscreen mode.	Na-akpọchi Epiphany na móòdù njupụtainyogo.
Date Taken	Ewerela ụbọchị
Wednesday,September 00 0000 at 000000 PM	Wenezdéè,Septemba 00 0000 na 000000 PM
Error reading file 's' s	Ndehie na-ewepụta ozi faịlụ 's' s
View or modify the properties of the selected bookmark	Gosi mọọbụ megharịa ngwaọrụ nke búùkmáàkị̀ nke a họọrọ
Restore to current workspace	Weghachi na wọkspeesinọ mgbe ahụ
Restore Window	Megharịa ụhara windo
Copy Email Address	Debata ngosi ebe imeelụ
Symbolic links only supported for local files	A na-akwadọ ọdịdọ na ntọgbọ na sistem faịlụ keụlọ.
Connect To This Server	Banye na sava a
Prefs Dir	Prefs Dir
If true,display date in the clock,in addition to time.	O bụrụ na ọ bụ eziokwu,gosi ụbọchị n'elekere ahụ,na mgbakwunye oge.
Prepare this folder to be copied with a Paste command	Kwado faịlụ ndị ahụ a họọrọ ka ejiri ntiiwu faịlụ mmapanye debata ha
Icon View Defaults	Dìfọ́ọ̀ltụ̀ ngosi aịkọn
Switch to workspace 8	Banye na wọ́kspéèsì 8
No other actions are available to view this file.If you copy this file onto your computer,you may be able to open it.	Enweghịzị mmem ọzọ nọ́nụ̄ nke ga-egosi faịlụ a.Ọ bụrụ na idebata faịlụ a na kọmputa gị,inwere ike imepe ya.
Hibernate Anyway	Ńgwānụ́ banye
Armenian ARMSCII-8	Armenian ARMSCII-8
Show the run command prompt	Gosi pánēèlụ̀ menu ahụ
Hundreds of people have contributed code to GNOME since it was started in 1997 many more have contributed in other important ways,including translations,documentation,and quality assurance.	Ọtụtụ ndị mmadụ enyela aka iwebata okwunzobe na GNOME kamgbe ọ bidoro n'afọ 1997 ọtụtụkwa enyekwala n'ụzọ ndị ọzọ dịgasị mkpa,tinyere ntụgharị,dọkumenteshiọn,nakwa ezi ntụkwasaobi.
An invalid drag type was used.	Ejirila ụdị ọdịdọ nke na-enweghị isi.
Change Permissions for Enclosed Files…	Ikikere nke faịlụ ahụ.
Update bookmark s	Méè ka búùkmáàkị̀ dị ọfụụ s
Open your personal folder	Mepee nsomebefaịlụ perentị ahụ
Delete link to 's	Ụzọ njikọ ọzọ na s
Import Bookmarks…	Bubata Búùkmáàks
Unknown position s for frame piece	Ebe a na-amaghị s maka fréém píìsì
Switch between open windows using a menu	Kwụnye n'etiti windo mepere emepe n'iji menu
Setup the page settings for printing	Rụnye nhazi ihuakwụkwọ ahụ maka mbipụta
Double click to open items	Pịapịkwasa ka ibido ọrụ ihenhọrọ ndị ahụ
Cyrillic ISO-8859-5	Cyrillic ISO-8859-5
Show search	Gosi s
You cannot move a folder into itself.	Igaghị akpụganwu nsomebefaịlụ n'ime onwe ya.
Selection Bound	Igbe Alpha nhọrọ
No with the name s has been defined	Enweghị ya na aha s akọwarala
Specify session management ID	Zipụta aha oge mmem ka ebubata
Delete this drawer	Hichaa drọwa a
Redo Create Folder	Kewapụta Nsomebefaịlụ
Connect to a remote computer or shared disk	Sụnye na rimootu sava
Selection Bound	Igbe Alpha nhọrọ
The item could not be renamed.	Abagharịnwughị aha ihenhọrọ ahụ.
If true,expand the list of appointments in the calendar window.	Ọ bụrụ na ọ bụ eziokwu,Gosi ọnụọgụgụ izu ụka na Kalenda.
Select an application to view its description.	Họrọ usoroiheomume ka i gosi nkọwa ya.
Could not parse font description s from GSettings key s	Agaghị enwenwu ike itọsasị nkọwa ihumkpụrụedemede s site na kíì GCon s
This key specifies the filename of the pixmap which will be used for the animation displayed in the fish applet relative to the pixmap directory.	Kii a na-ezipụta ahafaịlụ nke pixmap nke a ga-eji maka ngosipụta anịmeshiọn n'ime apleetị azụ yītụ́wárá ihenlereanya pixmap.
Desktop home icon name	Aha aịkọn ụlọ desktọ́ọ̀pụ̀
Blend format is blendbgcolorfgcoloralpha,s does not fit the format	Mmezie ọdịdị bụ blendbgcolorfgcoloralpha,s ọdabaghị n'ọdịdị
Border-only window	Àgbàtà-sọsọ windo
Did not understand state s for element	Aghọtaghị ọnọdụ s maka elementị
The date the file was accessed.	Abanyego ụbọchị na faịlụ.
Alpha value s in blended color is not between 0.0 and 1.0	Valiu alpha s n'ụcha amakọrọ ọfụma anọghị n'etiti 0.0 na 1.0
Show the panel's Run Application dialog box	Gosi pánēèlụ̀ mbido usoroiheomume dayalọ́ọ̀gụ̀
Chinese Traditional Big5-HKSCS	Chinese Traditional Big5-HKSCS
Drag a color to an object to change it to that color	Kpụga ụcha na ọbjektị ka ọ gbanwee ya na ụcha ahụ
All Files	Họrọ faịlụ ndị a niile
Solid color	Ụcha bụ̄ ákpụ̀
Select all the text in a text field	Họrọ ngwe niile na m̀bárá ngwe
Run executable text files when they are opened	Bido faịlụ ngwe ndị dị̄ mbido mgbe a pịrị ha
This is a sample message in a sample dialog	Nke a bụ sampụlụ ozi n'ụdị sampụlụ dayalọ́ọ̀gụ̀
Maximum image size for thumbnailing	Ụhara inyogo mbawanye maka tọ́mbnéèlị̀n
by Type	Site n'ụdị
Baltic ISO-8859-4	Baltic ISO-8859-4
Redo the edit	Megharịa ndezi ahụ
Armenian ARMSCII-8	Armenian ARMSCII-8
You can choose another view or go to a different location.	Ínwèrè ike ịhọrọ ngosi ọzọ mọọbụ gaa na ebe dị iche.
A,B d Y	A,B d Y
Could not parse s as an integer	Enweghị ike ịtọsasị s dịka ịntiga
No startangle or from attribute on element	Enweghị startangle átrībúùtù na elementị
Resize window	Megharịa ụhara windo
Force this application to exit	Wepụ n'ike usoroiheomume na-enye nsogbu
Distance s is unknown	Amaghị s òtìtè ányá
Element is not allowed inside a element	Anabataghị elementị n'ime elementị
The startup command is not valid	Mbido iwu ahụ agaghị eghenwu oghe
If you delete an item,it will be permanently lost.	Ọ bụrụ na ihichaa ihenhọrọ a,ọ ga-efu kpam kpam.
Bottom Floating Panel	Paneelụ ose n'okpuru
Normal Size	Ụhara a ma ama
Move backward between windows immediately	Kpụghachi azụ n'etiti windo ozugbo
Set as Background	Hazie dịka Okpuru
Search name	Aha ụcha
Build Date	Ụbọchị ọrụrụ
Choose an icon	Bido usoroiheomume.
If true,a dialog is shown asking for confirmation if the user wants to remove a panel.	Ọ bụrụ na ọ bụ eziokwu,egosiri dayalọọgụ n'ịjụ maka nchọpụta ma ọ bụrụ na ojieme chọrọ iwepụ paneelụ.
Additional startup programs	Mgbakwunye mbido programs
Arabic MacArabic	Arabic MacArabic
Drew d frames in g client-side seconds g milliseconds per frame and g seconds wall clock time including X server resources g milliseconds per frame	A dọ́ọ́lá d fréèmù na g klayantị-saịdị ntabianya oge g milisekọndụ maka fréèmù nke ọbụla nakwa g oge elekere tinyere iheọrụ X sava g milisekọndụ maka fréèmù nke ọbụla
Programs for Internet access such as web and email	Program maka ikikembanye ịntaneetị dịka web na Imeelụ
Move to Workspace Up	Kpụga na wọ́kspéèsì elu
Window Manager	Onyenlekọta Windo
Open in New Window	Mepee na windo ọfụụ
Lock the selected drive	Welite ụda ahụ a họọrọ
Open in New Tab	Mepee na windo ọfụụ
Interpret position relative to bottomright edge	Tụgharịa ebe n'akụkụ okpuruakanri
Show the title column	Gosi sọsọ mpagharaogologo isiokwu
Move to Another Workspace	Kpụga na wọ́kspéèsì ọzọ
Activate previous tab	Mèé ka táàbụ̀ ochie rụwa ọrụ
Display security information for the web page	Ozi nchekwa maka s nke oge ya ferela na s.
Turkish Windows-1254	Turkish Windows-1254
Did not understand state s in color specification	Aghọtaghị ọnọdụ s na nzipụta ụcha
Coordinate expression had an operand where an operator was expected	Nchịkọlata nkọwa nwere ópērándị̀ ebe achọrọ ọ̀pèrètọ̀
Create and delete files	Ịkewapụta njikọ na faịlụ ndị ahụ
Always manage the desktop ignore the GSettings preference.	Elekọtakwala desktọọpụ ahụ leghara nhazi nkarachọ ahụ anya na dayalọ́ọ̀gụ̀ nkarachọ.
Default list zoom level	Ndesịta dìfọ́ọ̀ltụ̀ ógó zum
The fish's name	Aha azụ ahụ
Update Bookmark	Tinye ozi ọfụụ na Búùkmáàkị̀
a IM p	a d b Yfriendly timeFeb 12 1234 am
Preferred Image to use for login splash screen	Inyogo nke a kara chọọ a ga-eji maka mbanye inyogo ngosi ndubanye
Failed to open the time settings	Nnweta pixmap dara ada s
Open all s documents with	plain text document
Empty Trash	Ghewe ebemkpofuozi oghe
s Properties	s Ngwaọrụ ndị ahụMIME type description MIME type
Move to Another Workspace	Kpụga na wọ́kspéèsì ọzọ
Number of workspaces	Ọnụọgụgụ nke wọkspeesi
Use a different encoding	Jiri ndenye kóòdù dị iche
Screen d on display s already has a window manager	Ngosi d inyogo s ènwéláàrị́ị̀ onyenlekọta windo
Custom format of the clock	Nhazi emeredịkachọrọ nke elekere
Fit image to panel	Fiitie inyogo na paneelụ
Close All Windows	Mechie windo niile
Constant s has already been defined	A kọwalá́árị́ị̀ s enweghịmgbanwe
If this is set to true,an icon linking to the home folder will be put on the desktop.	Ọ bụrụ na a haziri nke a na eziokwu,aịkọn na-abanye n'ụlọ nsomebefaịlụ a ga-etinye ya na desktọ́ọ̀pụ̀.
Cannot specify both buttonwidthbuttonheight and aspectratio for buttons	Agaghị ezipụtanwu abụọ ndị a buttonwidthbuttonheight na aspektị reshio maka bọtịn
Show only this frame in this window	Gosi sọsọ fréèmù a na windo a
Browse Network	Ikukumgbasaozi windo ndị ahụ
Show the panel's main menu	Gosi pánēèlụ̀ menu ahụ
Restore Window	Megharịa ụhara windo
Greek Windows-1253	Greek Windows-1253
Expand program list in Run Application dialog	Bawanye ndesịta program na Bido usoroiheomumedayalọọgu
Chinese Simplified HZ	Chinese Simplified HZ
Window Navigation Applet Factory	Ụlọọrụ apleetị ngagharị windo
If true,the panel will not allow a user to log out,by removing access to the log out menu entries.	Ọ bụrụ na ọ bụ eziokwu,paneelụ agaghị e kwe ka ojieme pụọ,site n'iwepụ ikikembanye n'ebe mbanye menu ọpụpụ.
Copy the selected text to the clipboard	Debata ngwe nke ahụ a họọrọ na bé òchékwáōzím̀gbèńtà
Not Categorized	Ahazighi yabookmarks
Error writing session file 's' s	Ndehie nchekwaozi oge mmem faịlụ 's' s
Select type	Họrọ usoro ọrụ
Expand list of locations	Gosi ndesịta usoroiheomume ndị ama
Copy Date	Debata ụbọchị
Error rewinding file 's' s	Ndehie na-eweghachi faịlụ 's' s
About GNOME	Maka GNOME
Open in New Tab	Mepee na windo ọfụụopen in new window
A style called s has not been defined	Ọdịdị a na-akpọ s akọwabeghị ya
b d Y	a d b Y
Test Bonobo Applet	Nwalee Bonobo apleetị
Rename selected item	Bagharịa ihenhọrọ ahụ a họọrọ aha
Notification Area	Mpaghara ebe ọmụmaọkwa
There was an error creating the directory in F.	Enwere ndehie ná mbubata usoroiheomume ahụ.
Did not understand state s for element	Aghọtaghị ọnọdụ s maka elementị
Import bookmarks from another browser or a bookmarks file	Bubata Búùkmáàks site n'omenchọgharị ọzọ mọọbụ faịlụ búùkmáàks
Go to the previous visited location	Gaa n'ebe ndị ịgaburula
Show only the current workspace	Gosi sọsọ wọkspeesi nọ mgbe ahụ
Bubble Gum	Bọbụl Gọm
Date Taken	Ewerela ụbọchị
Command to run when clicked	Iwuga-ebido mgbe a pịrị ya
Other Previewable Files	Faịlụ ndị ọzọ dị̄ nlebiritụanya
The panel encountered a problem while loading s.	Paneelụ ahụ bakwuuru nsogbu mgbe ọ na-ebubata s.
Attribute s is invalid on element in this context	Átrībúùtù s enweghị isi n'elementị n'ihe nghọta a
Could not create directory 's' s	Agaghị ekewapụtanwu ihenlereanya 's' s
Move to Workspace Up	Kpụga na wọ́kspéèsì elu
Choose another application with which to open the selected item	Họrọ usoroiheomume nke a ga-emepe ihenhọrọ nke ahụ a họọrọ
Show the splash screen	Gosi inyogo ngosi ndubanye
Saved passwords	Họrọ okwumbanye.
Center panel on y-axis	Etiti paneelụ na y-axis
Apply this action to all files	Ikikere nke faịlụ ahụ.
Normal Title Font	Nọ́máàlụ̀ isiokwu ihumkpụrụedemede
Test Bonobo Applet	Nwalee Bonobo apleetị
View or modify the properties of each selected item	Gosi mọọbụ megharịa ngwaọrụ ihenhọrọ nke a họọrọ nke ọbụla
Error while copying B.	Ndehie mgbe a na-edebata na s.
Japanese EUC-JP	Japanese EUC-JP
Make a permanent connection to this server	Mèé nsụnye apụghị apụ na sava a
Executable Text Files	Faịlụ ngwe ndị dị̄ mbido
Georgian GEOSTD8	Georgian GEOSTD8
The bookmarked page has moved to s.	Akpụgháálá ihuakwụkwọ ahụ ébúùkmáàkị̀rị̀là nà s.
Center panel on y-axis	Etiti paneelụ na y-axis
Cut the selection	Wepụ ihenhọrọ ahụ
Send Email…	Ziga ozi imeelụ.
Switch to VT 2	Banye na wọ́kspéèsì 2
Click to view month calendar	Pịa ka egosi kalenda ọnwa
Send for	Ziga maka
The text of the label.	Ụdị faịlụ ahụ.
Eject the selected volume	Wepụ ụda ahụ a họọrọ
Downloads Bar	Mbudata ndị ahụ
name s used a second time	aha s e jiri nke ugboro abụọ
Old profiles configuration migrated	Nhazi mgbaama ochie gbanwere
Run with file.	Bido ya na faịlụ.
Choosing a script from the menu will run that script with any selected items as input.	Ịhọrọ ihendesịta na menu ga-ebido ihendesịta ahụ ya na ihenhọrọ nke ahụ a họrọla dịka ntinyeihe.
Copy Here	Debata ebe a
x value was d,d was expected	valiu x bụ d,d a chọrọ ya
Show weather in clock	Gosi ụbọchị n'elekere
Clock Format	Nhazi emeredịkachọrọ
The item cannot be restored from trash	Agaghị enwenwu s ike ikpụga faịlụ ahụ n'ebemkpofuozi.
Back history	Kpochapụ ntọala
Disable Force Quit	Akwụsịla ike dizebụlụ
Lost connection to the display 's' most likely the X server was shut down or you killeddestroyed the window manager.	Anataghị mbanye ikuku ka egosi 's' nke kacha nke a gbanyụrụ X server mọọbụ i mebiemebisia onyenlekọta windo.
Pause per frame	Kwụsị freemu nke ọbụla
Gujarati MacGujarati	Gujarati MacGujarati
Location URI	Ebe URI
No drawops provided for button	Enweghị drawops ewepụtara maka bọtịn
This link cannot be used because its target s doesn't exist.	Agaghị ejikwa ụzọ njikọ a,maka na tágēètị̀ ya s adịghị adị.
Top Expanded Edge Panel	Paneelụ elu abawanyere abawanye
Failed to find a valid file for theme s	Ọdịda fdopen n'ị́lọ̄ọ̀gụ̀ faịlụ s s
frame geometry does not specify dimension s for border s	Jiometịrị fréèmù ezipụtaghị mpaghara s maka agbata s
s the Fish,the fortune teller	s azụ ahụ,dibia
Set permissions of 's	Ndehie na-ahazi ikike
Panel Display	Ndesịta ID paneelụ
Did not understand fill type s for element	Aghọtaghị mejuo ụdị s maka elementị
Restore 's' from trash	Hichaa n'ebemkpofuozi
The window screenshot command	Windo ahụ skrììnshọ́ọ̀tụ̀rụ̀ ntiiwu
Waiting for authorization from s…	Nà-èché maka ikike site na s.
There was an error getting information about the destination.	Enweghị zurunụ̄ ohere n'ụlọ ahụ.
Switch to workspace 3	Banye na wọ́kspéèsì 3
Icon used for button	Aịkọn ejirila maka bọtịn ọbjektị
Lock the selected drive	Welite ụda ahụ a họọrọ
Open the parent folder	Mepee nsomebefaịlụ perentị ahụ
Coordinate expression parser overflowed its buffer.	nchịkọlata nkọwa ghè óghē mọọbụ na aghọtaghị ya
Create Folder	Kewapụta Nsomebefaịlụ
Turkish MacTurkish	Turkish MacTurkish
metacity s Copyright C 2001-s Havoc Pennington,Red Hat,Inc.,and others This is free software see the source for copying conditions.There is NO warranty not even for MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.	metacity s Copyright C 20012002 Havoc Pennington,Red Hat,Inc.,nakwa ndị ọzọ Nke a bụ sọftwwịa efu hụ́ nsirinweta maka ọnọdụ ndebata.Onweghị Warantíì ọbụnaghị maka AZUMAAHỊA mọọbụ IKE MAKA IHEOMUME AKWADORO IME.
Make a permanent connection to this server	Mèé nsụnye apụghị apụ na sava a
Tools for software development	Ngwaọrụ maka ntolite Sọftwịa
Error while moving B.	Ndehie mgbe a na-edebata na s.
Group windows when space is limited	Kewasịa windo mgbe ohere dị limiteedị
